name,result
WomenWhoStutter_72_4,1
FluencyBank_098_13,0
StutterTalk_48_39,1
FluencyBank_230_138,0
FluencyBank_024_193,0
FluencyBank_178_73,0
WomenWhoStutter_6_45,1
WomenWhoStutter_3_30,1
FluencyBank_096_54,0
FluencyBank_219_48,0
FluencyBank_093_15,0
FluencyBank_087_68,0
FluencyBank_178_125,0
FluencyBank_087_87,0
StutterTalk_26_136,1
StrongVoices_23_201,1
MyStutteringLife_32_45,1
MyStutteringLife_25_36,1
HeStutters_18_49,1
FluencyBank_096_85,0
FluencyBank_099_126,0
FluencyBank_010_48,0
FluencyBank_016_78,0
FluencyBank_087_14,0
FluencyBank_218_67,0
FluencyBank_132_62,0
WomenWhoStutter_14_132,1
FluencyBank_230_5,0
FluencyBank_096_35,0
FluencyBank_010_91,0
FluencyBank_081_23,0
FluencyBank_178_104,0
FluencyBank_097_79,0
FluencyBank_107_60,0
FluencyBank_097_140,0
StrongVoices_18_24,1
MyStutteringLife_23_8,1
FluencyBank_178_69,0
FluencyBank_016_7,0
StutterTalk_3_39,1
WomenWhoStutter_11_1,1
IStutterSoWhat_1_54,1
HeStutters_16_47,1
FluencyBank_111_58,0
MyStutteringLife_18_8,1
StrongVoices_4_2,1
HVSA_0_48,1
FluencyBank_099_178,0
HeStutters_15_115,1
HeStutters_1_258,1
FluencyBank_107_30,0
WomenWhoStutter_30_25,1
FluencyBank_985_195,0
StutterTalk_29_25,1
FluencyBank_016_68,0
WomenWhoStutter_99_150,1
HeStutters_5_44,1
WomenWhoStutter_57_185,1
FluencyBank_107_68,0
WomenWhoStutter_0_240,1
StutterTalk_64_130,1
MyStutteringLife_35_198,1
FluencyBank_107_35,0
FluencyBank_147_73,0
WomenWhoStutter_50_410,1
FluencyBank_093_8,0
FluencyBank_147_86,0
StutteringIsCool_24_3,1
FluencyBank_132_72,0
WomenWhoStutter_2_16,1
HeStutters_16_195,1
StutterTalk_3_19,1
FluencyBank_089_87,0
HeStutters_8_106,1
FluencyBank_147_54,0
FluencyBank_109_3,0
FluencyBank_099_32,0
FluencyBank_096_74,0
FluencyBank_031_23,0
StutteringIsCool_34_10,1
FluencyBank_098_25,0
FluencyBank_071_34,0
FluencyBank_063_81,0
WomenWhoStutter_62_161,1
FluencyBank_076_13,0
FluencyBank_109_80,0
FluencyBank_098_89,0
FluencyBank_109_47,0
WomenWhoStutter_14_32,1
FluencyBank_178_19,0
HeStutters_15_48,1
FluencyBank_147_85,0
HeStutters_12_177,1
IStutterSoWhat_2_83,1
WomenWhoStutter_85_1,1
FluencyBank_109_24,0
FluencyBank_111_36,0
FluencyBank_178_5,0
FluencyBank_010_73,0
FluencyBank_111_137,0
FluencyBank_081_79,0
FluencyBank_096_58,0
StutterTalk_59_28,1
FluencyBank_098_23,0
FluencyBank_111_81,0
FluencyBank_063_135,0
WomenWhoStutter_50_52,1
WomenWhoStutter_1_32,1
FluencyBank_016_81,0
FluencyBank_132_79,0
StutterTalk_50_7,1
HeStutters_16_19,1
FluencyBank_096_37,0
WomenWhoStutter_25_1,1
FluencyBank_098_30,0
FluencyBank_010_31,0
StutteringIsCool_80_70,1
StrongVoices_24_20,1
FluencyBank_099_85,0
FluencyBank_016_69,0
FluencyBank_219_37,0
FluencyBank_071_12,0
FluencyBank_121_24,0
WomenWhoStutter_92_5,1
StutteringIsCool_1_39,1
FluencyBank_230_105,0
WomenWhoStutter_42_195,1
FluencyBank_096_51,0
StutterTalk_68_158,1
WomenWhoStutter_30_48,1
FluencyBank_147_45,0
HVSA_2_31,1
FluencyBank_081_128,0
WomenWhoStutter_36_19,1
FluencyBank_046_120,0
HeStutters_15_178,1
WomenWhoStutter_22_11,1
WomenWhoStutter_99_100,1
FluencyBank_173_69,0
WomenWhoStutter_95_11,1
FluencyBank_178_16,0
IStutterSoWhat_1_74,1
FluencyBank_098_0,0
FluencyBank_081_161,0
FluencyBank_218_23,0
FluencyBank_218_34,0
MyStutteringLife_33_28,1
FluencyBank_121_67,0
WomenWhoStutter_50_188,1
StrongVoices_23_147,1
WomenWhoStutter_39_84,1
FluencyBank_031_11,0
FluencyBank_024_142,0
FluencyBank_096_1,0
FluencyBank_111_149,0
FluencyBank_099_13,0
HVSA_2_73,1
FluencyBank_063_153,0
FluencyBank_010_80,0
StutteringIsCool_78_5,1
StutterTalk_13_8,1
StutteringIsCool_40_3,1
StutterTalk_22_26,1
StutteringIsCool_62_23,1
StutterTalk_7_28,1
FluencyBank_132_74,0
FluencyBank_178_47,0
StutteringIsCool_36_0,1
StutterTalk_63_164,1
HeStutters_2_139,1
FluencyBank_097_34,0
FluencyBank_089_109,0
FluencyBank_063_107,0
FluencyBank_089_100,0
FluencyBank_031_46,0
FluencyBank_121_83,0
IStutterSoWhat_4_3,1
FluencyBank_046_17,0
FluencyBank_063_121,0
MyStutteringLife_30_82,1
FluencyBank_076_31,0
FluencyBank_178_169,0
FluencyBank_173_49,0
FluencyBank_098_69,0
StutteringIsCool_18_14,1
FluencyBank_179_0,0
FluencyBank_985_162,0
FluencyBank_097_16,0
FluencyBank_111_29,0
IStutterSoWhat_1_5,1
FluencyBank_109_40,0
MyStutteringLife_30_62,1
WomenWhoStutter_34_166,1
FluencyBank_089_131,0
WomenWhoStutter_101_36,1
FluencyBank_178_161,0
FluencyBank_121_34,0
FluencyBank_098_90,0
FluencyBank_099_118,0
StrongVoices_13_32,1
WomenWhoStutter_108_4,1
FluencyBank_097_44,0
FluencyBank_024_106,0
FluencyBank_107_66,0
FluencyBank_016_58,0
StutterTalk_8_180,1
FluencyBank_098_102,0
FluencyBank_076_62,0
FluencyBank_179_15,0
StutteringIsCool_24_29,1
FluencyBank_219_26,0
WomenWhoStutter_2_201,1
FluencyBank_097_31,0
StutterTalk_33_181,1
FluencyBank_097_163,0
HeStutters_23_49,1
FluencyBank_046_5,0
StutterTalk_33_147,1
StutteringIsCool_80_52,1
FluencyBank_099_6,0
FluencyBank_063_50,0
FluencyBank_081_1,0
FluencyBank_031_47,0
FluencyBank_178_84,0
WomenWhoStutter_1_151,1
FluencyBank_107_4,0
HeStutters_6_182,1
FluencyBank_107_8,0
IStutterSoWhat_3_72,1
WomenWhoStutter_14_46,1
FluencyBank_985_111,0
StutterTalk_8_72,1
WomenWhoStutter_67_25,1
FluencyBank_099_58,0
FluencyBank_132_94,0
IStutterSoWhat_3_139,1
FluencyBank_081_35,0
FluencyBank_024_179,0
FluencyBank_218_19,0
FluencyBank_097_167,0
FluencyBank_099_56,0
FluencyBank_193_75,0
FluencyBank_096_5,0
HeStutters_6_197,1
FluencyBank_024_175,0
WomenWhoStutter_97_31,1
FluencyBank_099_33,0
WomenWhoStutter_3_0,1
MyStutteringLife_30_83,1
FluencyBank_017_37,0
WomenWhoStutter_95_18,1
FluencyBank_121_0,0
StutterTalk_72_105,1
WomenWhoStutter_50_311,1
FluencyBank_178_6,0
FluencyBank_071_9,0
StutteringIsCool_66_32,1
WomenWhoStutter_85_28,1
StutterTalk_54_4,1
FluencyBank_173_53,0
FluencyBank_017_18,0
FluencyBank_087_70,0
WomenWhoStutter_103_180,1
FluencyBank_010_17,0
WomenWhoStutter_65_15,1
StutterTalk_18_37,1
WomenWhoStutter_2_47,1
WomenWhoStutter_14_117,1
FluencyBank_178_164,0
StrongVoices_3_27,1
FluencyBank_985_140,0
WomenWhoStutter_56_78,1
FluencyBank_099_116,0
FluencyBank_218_26,0
FluencyBank_098_4,0
FluencyBank_107_29,0
FluencyBank_219_46,0
StrongVoices_23_96,1
FluencyBank_076_23,0
WomenWhoStutter_105_38,1
FluencyBank_031_55,0
MyStutteringLife_0_1,1
WomenWhoStutter_42_169,1
FluencyBank_071_101,0
WomenWhoStutter_4_21,1
WomenWhoStutter_0_268,1
FluencyBank_089_63,0
FluencyBank_985_115,0
FluencyBank_985_49,0
FluencyBank_096_78,0
FluencyBank_010_96,0
FluencyBank_121_4,0
HVSA_0_136,1
MyStutteringLife_5_14,1
FluencyBank_096_25,0
WomenWhoStutter_17_31,1
FluencyBank_016_57,0
WomenWhoStutter_19_66,1
FluencyBank_178_76,0
StutterTalk_54_28,1
HeStutters_5_138,1
HeStutters_22_124,1
FluencyBank_098_113,0
FluencyBank_089_84,0
FluencyBank_063_7,0
FluencyBank_024_130,0
FluencyBank_093_83,0
FluencyBank_063_28,0
FluencyBank_071_21,0
FluencyBank_089_89,0
FluencyBank_147_59,0
StutterTalk_79_6,1
FluencyBank_024_152,0
FluencyBank_985_182,0
FluencyBank_173_58,0
WomenWhoStutter_9_13,1
FluencyBank_046_25,0
FluencyBank_193_53,0
StutteringIsCool_60_31,1
HVSA_2_40,1
FluencyBank_016_32,0
StutterTalk_34_35,1
StutteringIsCool_78_26,1
FluencyBank_173_76,0
StutterTalk_72_46,1
FluencyBank_046_60,0
WomenWhoStutter_97_171,1
FluencyBank_985_152,0
StutterTalk_40_24,1
HVSA_3_109,1
WomenWhoStutter_25_9,1
FluencyBank_173_73,0
StrongVoices_10_200,1
FluencyBank_063_74,0
FluencyBank_178_21,0
FluencyBank_132_53,0
FluencyBank_087_23,0
HeStutters_19_35,1
FluencyBank_010_93,0
WomenWhoStutter_57_21,1
FluencyBank_093_17,0
FluencyBank_230_69,0
WomenWhoStutter_19_16,1
StutteringIsCool_70_33,1
FluencyBank_121_13,0
FluencyBank_121_65,0
WomenWhoStutter_6_196,1
StutterTalk_19_26,1
FluencyBank_111_4,0
FluencyBank_063_82,0
HeStutters_12_152,1
FluencyBank_024_183,0
FluencyBank_111_63,0
FluencyBank_147_2,0
WomenWhoStutter_88_60,1
HVSA_3_26,1
StutteringIsCool_28_5,1
StutteringIsCool_82_112,1
MyStutteringLife_7_97,1
FluencyBank_121_71,0
MyStutteringLife_2_1,1
FluencyBank_097_103,0
FluencyBank_111_16,0
FluencyBank_063_70,0
FluencyBank_098_58,0
StrongVoices_32_127,1
StrongVoices_10_162,1
FluencyBank_024_53,0
FluencyBank_024_194,0
FluencyBank_071_20,0
FluencyBank_076_95,0
FluencyBank_219_121,0
FluencyBank_111_122,0
FluencyBank_071_107,0
StrongVoices_23_173,1
HeStutters_20_60,1
WomenWhoStutter_5_18,1
FluencyBank_098_21,0
FluencyBank_031_75,0
HVSA_0_9,1
HeStutters_22_179,1
FluencyBank_089_39,0
FluencyBank_089_98,0
FluencyBank_024_36,0
WomenWhoStutter_18_13,1
IStutterSoWhat_0_68,1
FluencyBank_089_86,0
FluencyBank_118_30,0
HeStutters_18_119,1
FluencyBank_081_140,0
FluencyBank_219_25,0
FluencyBank_010_23,0
FluencyBank_121_61,0
MyStutteringLife_9_35,1
FluencyBank_109_20,0
StutterTalk_63_10,1
FluencyBank_081_164,0
FluencyBank_098_107,0
WomenWhoStutter_59_35,1
FluencyBank_193_36,0
HeStutters_18_47,1
FluencyBank_178_86,0
FluencyBank_024_150,0
StutterTalk_53_15,1
FluencyBank_178_60,0
StutteringIsCool_34_112,1
FluencyBank_087_113,0
WomenWhoStutter_7_33,1
WomenWhoStutter_19_40,1
StutterTalk_26_101,1
FluencyBank_107_53,0
FluencyBank_081_15,0
WomenWhoStutter_74_159,1
FluencyBank_121_99,0
FluencyBank_178_102,0
FluencyBank_230_127,0
StutteringIsCool_73_16,1
FluencyBank_121_134,0
MyStutteringLife_35_137,1
MyStutteringLife_20_36,1
FluencyBank_063_167,0
IStutterSoWhat_4_71,1
StutterTalk_66_13,1
IStutterSoWhat_2_99,1
FluencyBank_097_149,0
FluencyBank_121_126,0
FluencyBank_179_70,0
HVSA_3_92,1
FluencyBank_179_45,0
IStutterSoWhat_1_8,1
FluencyBank_076_80,0
MyStutteringLife_32_60,1
StutteringIsCool_37_27,1
FluencyBank_219_31,0
FluencyBank_111_47,0
FluencyBank_024_83,0
StutteringIsCool_76_29,1
StrongVoices_21_146,1
StutterTalk_27_22,1
FluencyBank_016_101,0
WomenWhoStutter_86_22,1
FluencyBank_178_170,0
FluencyBank_173_47,0
HeStutters_4_18,1
FluencyBank_089_29,0
WomenWhoStutter_55_31,1
HeStutters_16_212,1
FluencyBank_097_127,0
StrongVoices_31_34,1
FluencyBank_081_110,0
StutterTalk_56_34,1
StutterTalk_71_29,1
FluencyBank_093_30,0
StutterTalk_33_189,1
FluencyBank_179_19,0
FluencyBank_179_68,0
FluencyBank_109_5,0
WomenWhoStutter_14_186,1
FluencyBank_087_89,0
FluencyBank_111_105,0
FluencyBank_046_35,0
StutteringIsCool_78_39,1
FluencyBank_193_28,0
WomenWhoStutter_19_82,1
FluencyBank_219_92,0
StutteringIsCool_43_29,1
MyStutteringLife_7_125,1
HeStutters_15_82,1
StutteringIsCool_21_39,1
StrongVoices_2_7,1
StrongVoices_11_15,1
WomenWhoStutter_88_110,1
StrongVoices_32_190,1
StutterTalk_7_3,1
FluencyBank_107_94,0
MyStutteringLife_12_0,1
StutterTalk_68_157,1
FluencyBank_985_128,0
FluencyBank_076_75,0
HVSA_3_91,1
FluencyBank_097_185,0
MyStutteringLife_34_15,1
FluencyBank_179_43,0
StutterTalk_72_73,1
WomenWhoStutter_5_17,1
StutterTalk_43_177,1
FluencyBank_089_137,0
FluencyBank_031_60,0
WomenWhoStutter_21_194,1
WomenWhoStutter_42_67,1
FluencyBank_089_30,0
FluencyBank_097_14,0
HeStutters_20_97,1
HeStutters_11_85,1
FluencyBank_098_39,0
FluencyBank_089_129,0
FluencyBank_111_1,0
FluencyBank_179_75,0
WomenWhoStutter_57_164,1
FluencyBank_089_3,0
FluencyBank_081_11,0
HeStutters_11_166,1
WomenWhoStutter_57_144,1
FluencyBank_178_36,0
FluencyBank_087_47,0
FluencyBank_093_62,0
FluencyBank_081_2,0
FluencyBank_107_75,0
StutteringIsCool_82_18,1
FluencyBank_230_47,0
IStutterSoWhat_3_70,1
FluencyBank_031_30,0
FluencyBank_046_47,0
IStutterSoWhat_3_0,1
WomenWhoStutter_99_9,1
FluencyBank_179_44,0
WomenWhoStutter_42_233,1
FluencyBank_985_194,0
IStutterSoWhat_0_151,1
StutteringIsCool_80_82,1
FluencyBank_031_1,0
StutterTalk_26_116,1
FluencyBank_087_103,0
FluencyBank_024_24,0
FluencyBank_985_148,0
StutteringIsCool_52_36,1
FluencyBank_097_126,0
IStutterSoWhat_3_61,1
FluencyBank_098_77,0
StrongVoices_23_210,1
