filename,transcription
F_0818_15y11m_1,SWAYNEY'S DEPARTME MENT STORE WAS TERVIN IT'S TWENTIETH ANNIVERSARY SAILOR BRIGTEON ON MY THIRD AND WA S PLANNING AN IN OR MISS ESOUS PROMOTION CERTAIN SECTIONS OF THE STORE WERE HAVING TREMENDOUS CELLS ESP S LAY THE DRESSTHE APARTMENT THE JEWELRY IS AT YOURR DEPARTMENT AND THE FURNITURE DEPARTMENT IN ORDER TO PREPARE THE STORE WORK MEN WERE MUFIN BUSILY AROUND CARRYIN LAMBA AN SU MASA SOEREIN AN HAMMERING THEY WERE CREATING ER DSIGN NE'S DISPLAYE AN CIOFINE FOR THE PRODUCTS GOING ON SAL AY NE EAS PAPER CEM PAIN POS PLANNED IN WHICH THE PRODUCTS WOULD BE E FATUD THE STORE'S OWNERS HIPED THAT CUSTOMOUS WOULD COME TO EM SAID SEILOR BRAY THER TWEN T YEARS OF SURFACE TO THE KEMOO NITTE DARTKIN'S SI KEP GOING A RON ORTER A YEV EVONES AND WOULD OL SAY TAKE A ADVANTAGE OF THE BARGAINS OFFERED IN MANY DEPARTMENTS THEY WERE PLANNING TO GIVE AWAY DOR PRIZES ON H ONE OF THE SEVEN FLOORS
F_0818_16y1m_1,Y'S DEPARTMENT STOLE WAS HAVING ITS TWENTEETH AN ADVERSE ARRAD SILER BRATION ON MAY THIRD AND WAS PLANNING AN ENOM MESS SILUS PROMITION TAT TIMES BETTER O THIN CERTAIN TEC INS OF THE STORE WERE TAVING TREMENDOUS SIOS ESPECIALLY THE DRESS DEPARTMENT THE JEWELRY DEPARTMENT AND THE FURNIT JAR DEPARTMENT IN ORDER TO PREPARE THE STORE WORK MEN WOR E MOVING BUSILY  A RAND CARR IN I LAMBA AN SO IN ANTAMERIN THEY WERE CREATING SIGNS DISPLAYS AN CHELFIN FOR THE PROGDATS GOING ON S PAYO A NES PAPAC CAMPINE WAS PLANNED IN WHICH THE PRODECTS WOULD BE RECED THER STORS INDNESS TYPED THER CUSTOMERS WOULD COME TO TON TO SERREBRIGHT THE TWENTY YEARS UFF BEL SAITH S TE THE COMMUNITY AND WOULD OSI TAKE AND VONT IGE OF THE BARGAINS OFFET IN IN MANY DE PO ARTMENTS AHEWAS AT THER AND  THAT WAR SORRYFOL A KING THEY WERE CLAIN NAME TO GIVE AWAY DOOR PRIZES UN H ONE OF THE SEVEN FROWS
F_0818_16y1m_2,PLAMMA POT TIS VAN IN FRONT OF THE APON MENT HOUSE TOOK HIS TOES OUT OF THE BACK AND WALKED INTO THE LOBBY AND TOOK THE LATETO THE TWELFTH FLOOR ONLY ONE PERSON LOOKING OUT FROM AN ELEVENTH FLOOR WING DIE KNOW THAT HE PAUSE REALLY I DET ECTIFE POOR FELT VERY UNCOMFORTABLE A NABOUT SUSPICTING TIS NAY A IN THE APPANMENT HOUSE AS BEING DISHONEST BUT MANY PECULIAR THTHINGS HAT HAPPENED BRASINTLY THERE BEWAS SOMETHING COULD GOING ON DIRTY DIDN'T UNDERSTAND DINTMET CA I AM YES SOLDIERS ON MY A AME MISS FRANKLAYN EIN HE LIVIN AY TEAD TREASON LY CURTESE A NECKLAS MADE OF POSE AND IT HAD DISOPEARED FROM HER  CASE PRAD COUSIN MEAN E LIVIN IF TED CETIS EXPANSIVE COIN COLLECTION IN AN ARTY BUT FISHOL BOOK ON TIS BOOKSHELF ONE DAY THE HE NOTICED THAT IT BOG S NO LONGER DARE
F_1201_12y11m_1,MIANI'S DERD DEPARTMENT STOR BU BOT HAVING ITS TOTWENTIETH ANNIVERSITY SSSSSISES A CELEBRATION  AN MADE THE THREAD AND WAS PLANNING AND ITENORMOUS S SELLS SELS TION CERTAIN SECTONS OF THE STORE WERE HAVING TRETREMENDOUS SELLED ESPECIALLY THER DRESS DEPARTMENT THE JEWEL DEPARTMENT AND THE FURNITURE DEPARTMENT IN IN ORDER TO PER THE STORE WORKMEN BE MOVING BEBUSILY AROUND CARRYING LUMBER AND SAWING AND AND HAMMERING AND I HAM MERRING THEY WORK BOOK BOCKCREATING SIGNS TO TAKESPLACE AND SHERVINGS FOR THE PRODUCTS GOING ON SO A NEWSPAPER CAMPAIGN WAS PPLYIN N WHICH THE PRODUCT WOULD BE FITTURED THE STORES OWNERS HOPED THAT THE CUSTOMERS WOULD COME TRISTUTUCELEBE THAT TO TWENTY YEARS OF SERVICE TO THE COMMUNITY AND WORD OR SO TO TAKE ADVANTAGE OF THE PEPAGANS OFFERED IN MANY DEPARTMENTS THEY WERE PLANNING TO GIVE TO DOPISE ON EACH
F_1211_11y3m_1,WHEN THE FISHERMAN AWOKE IN THE MORNIN HIS ROOM WIFE BEGAN TO YELL AT HIM ALL YOU DO ALL DAY IS ISH SHE SAID AND WE NEVER GET TO GO ANYWHERE SUB POOR FICHER MAN HE LEFT THE HOUSE AND WENT TO HIS BOAT HE WE NT FAR OUT TO SEE HE SAT IN THE BOAT INKING ABOUT HOW UNHAPPY HIS WIFE WAS HIS OWIFE WAS SOON HE LEFT A HAVY SOON HE LEFT A HEAVY TUCK ON HIS ISHON MINE HE HAD CAUGHT A HUGE FISH AFTER HE GOT THE FIX FISH INTER THE BOAT HE SAT SINKIN AGAIN SUDDENLY HE HEARD A STRANGE VOICE PLEASE PUT ME BACK INTO THE WATER SAID THE FISH THE FISHMAN SAID WHAT IS THAT I I MUST H VE CAUGHT A MAGIC FISH THE FICHEMON THOUT ABOUT ALL THE WISH IT HE COULD GET
M_0014_10y10m_1,SION MISTER CHILLY SHUTS THE DOOR OF HIS VAN THERE FIND HE THAT'S THE MOL JOVERY TWO SPUSHOR EIGHT CUPBOARDS TO TAKE TO TAKE TO A SHOP A LONG WAY OFF HE PUSHED ONE HEAVY GOWNS DOOR SHOT FUNKE PUSHED THE OTHER THEY MET IT I IN THE MIDDLE I WOULD BE FONTON MISTER TREATOR MISSUS TREATOR A ESPEAR AND I STRIVE THEN I WAYS LIKE TO GE BACK AND HUT YOU AGAIN WAS IT LIKE ASK RANKI WHAT ESHE SAID AT GRANKLY WHAT'S WHAT LIE THE COUNTRY HAVING YOU BEEN EVER NOT BEEN I SEEN E ATTHE PICTURES AND ANTI V BUT WHAT'S I REALLY LIKE LO THE MOTH WITHA MONKING TO DAY WIWI SHEA THOUGHT IT SEEMS TO MIDLIGHT IT SEEMS TO ME IIS TIME YOU SAWFOR YOURSELF TO BE ABLE TO COME OM FONT HIS WISE WEN UP ER'S QUICK COME WITH YO SMALL IN THE VAN FALITI STOKEN NOT ABLY WHAT HE HEARD THAT'S WHY COHEMON ASKED OUT FROM THE TWO OLD GOUAGES AND IN AMONG THE HIGH BLOCKS OF THE FLATS RAA SANKY HE COULDN'T GET TO HIS OWN HE HE CALDN'T GET TO HIS OWN FAST ENOUGH HE COULD HARDLY BREATHE AND GOT HIS DOOR BUT MOTHER SAID YES SCHOOLHOLD IS TOO LONG FOR HER AND FOR FONKI HE DES TOM THE SESITERN MISSUS TUTA HE SIMMA TETE HE HE HE COME THERE LY TREES FRAT KE NEW GREW IN THE PARK AND GARDEN OF ONE OLD HOUSE THE ONLY STREETS ONE CANNEW WERE THOSE NEAR THE FLATSE THE ONLY FILDS N HE HAD EVER SEEN OR CLAIMFUL FOR FITL AND ONCE AN AIRFIELD SOE SE AS UP BY AN ARRY READY FOR THE COUNTRY DAY AND JUST BEEN UP THERE BAN WITH MICE WO SITTING THERE ABOUT TTE LONG TO THE BIG DETTY TOWN ON THE EDGE O OF THE TOWN HOUSES STOOD IN THEIR OWN BIG FL OLL GARDENS AND THEN THE FILST BEGAN NOT A TE BUT MONEY MONEY SPREADING AS FAR AS OT COULD SEE PIK AND GREEN AND EMPTY AND N OMETHING WAS WANT EMPTY THERE WERE COWS IN EM WENG ONL ABOUT LOSE THE BIGS ARE FANTLY BIG WAT MIS THE STOPPED THE VAM HE WOVE AP UP TO THE GATE OF THE FIELD WHERE HE KEPT A STEP OR TWO BEHIND
M_0014_10y10m_2,THE ISLAND WHERE THE PIRATES WERE WAS VERY BIG AND THERE WERE TREES THERE AND AS WATER THERE OF OX IN SEA WHERE THE SHIPS HAD BEEN GOTINTO STORM AFAR TO SEA WAS A VADIG ROCK WHO WOOKD SO BIG AS AS CENICAL AS HIS IROND THEY WENT OT TO THE SHIP DELAM SAND THE FLAG HAD A BIGHOLE IN IT AND THERE WERE HOLES IN THE SAILS LOOK TOI  T OIT'S GOING TO BE HARD TO GET HER INTO THE WATER AGAIN HE SAID PERHAPS WEWILL BE ALL WISE BODDEN MAN YE DI NOT FEEL LOT OL HAPPY I DID NOT ANDESTAY IN THIS ISLAND WITH MA PIRATE IND THE GREEN PIROTE BEN SAID TO HIMSELF NOT TE PART IN AWAY AND AWAY LIKE MEINPART TOO FO I DID NOT KNOW MUCH MOR TO STAY BUT WAT WAT TO SAIL AWAY WIT LOGRICK AND GUIKOMA SHIP HAV YI NOT MUCH ONE TO STAY HERE OL MY DAYS BEFOREDERICK ON GREKHAM ISLAND AT I ONT I DID NOT KNOW WHAT WHAT TO DO AND BENT SIGHED ANOTHER DEEP SIGH OH ONLY SAID PERHAPS IT WILL BE ALL RIGHT PERHAPS THEY WANT TO GO TO OTHER MISLANDS I CAN TAKE THEM THERE MY SHIP FINO ONE THING I CANNOT GO TO ACLOKEY ROGER IN GU OAK TI CAN NOT TAKE THEM THERE AND THEY WELD NOT ON ALART WOULD NOT WANT TO GO AND HE SIGHED AGAIN HE STOOD THERE FOR A LONG TIME DRIFT LOOKING AT HIS SHIP THEN HE WENT OF IFEN INS
M_0014_11y1m_1,I SATURDAY ISN'T MUCH OF A DAY IN OUR HOUSE IS THE DAY WE HAD TO TIDY AWIN IT'S ALWAYS SUCH A MESS THAT IT TAKES ALL DAY THERE ARE FOUR AND HALF PEOPLE IN OUR HOUSE AND LMOST IMPORTANT MY NAME IS FOGG ILIVE IN MY MAM AMY LITTLE BROTERN SISTER FREE AND PICLYT TROTFULPRIST SOVEPLI PRISTAPRINCESS PIPIGTOW WE DO HAVE REAL NAMES BUT MMIN UNEASILY WHEN SHE GETS RADICULR THE HALF PERSON THE HALF PERSON IS DEAD HE ISN'T LIVING NOW BECAUSE MAM SAID SHE DOESN'T NEED A FIFTY LORD BABY WITH A MUSTACHE TAT THIS STORY ISN'T ABOUT HIM IT'S ABOUT OUR ROOM FROM SUNDAY TO FRIDAY HE ONLY CRISBINE ROOM IS A PA MAN USES IT TO COME AND GIVE US AND GIVE US GOOD MY KISSES IT WAS SATURDAY MORNING MAMMA QUIET HE'S TURNED TE TADEOME YO ROOM NATURALLY SHE VOYS YE CAN HEAR HER O RAL O E HOUSE ON SATURDAY PHLEE PIGGNEY AND I AY FOR HOURS THAT CLOCK OF THAT COOAND CAWLING SO IT SOUNDS LIKE WER CLUW ENO A WEN WE HEAR MAM COMIN WE SCAM ABOUT PICKING UP BITS OF PAPER AND TOYS MAMMA SMARS AN HEP SO MILLCOLS A FEW DAYS AGO A TERRIBLE THING HAPPENED AFTER BREAKFAST LAST SATURDAY MAM SAID I'M GOING SHOPPING NOW IF YO WI MIS RO YE TIRELY WHEN I GET BACK WE'LD HAVE EXE TREAKS THIS AFTERNOON YE P EVERYONE WAS SPEAKING SPARED WHEN EVERYTHING WAS SPEAKING SPARED WHEN MA'M GOT BACK SHE WAS VERY PLEASED SHE EVEN LIT US PLAYIN THE BATH A WOMAN CAME TO GIVE UP TO GISS US GOOD NIGHT I WAS STILL IN THE BATH SHE COLD ME BUTTAND HAIR SHE LEFT FOR ME UNDER THE COUNT I STEADAME AN SHETED SCAVERED OUR MESS I NEVER JUMPED INTO BED SO FAR I WILL AALITMAT FOLLOW ME MUMSE FIRMLY UNCLNO STRIKE TO MOR SHES AWAY CALMLY BOTTAT SHE SLANG THE DOOR ES
M_0014_11y7m_1,WEDNESDAY MORNING MISSUS STILLE ASKED TOM'S CLASS TO DO SOME WAITING FOR HER EACH CHILD HAS TO VOIT ABOUT HIS FAVORITE ANIMAL AND NOT YO DOG OR YOUR CAPPLEASE SHE SAID DOT A THING OSTHINK REALLY INTERESTING LATER ON AS SHEY LOOKED TO DOI WHAT THE CHILDREN HAVE WITHEN MISSUS STILL GIVE ASIGH HERE IS JUST AS SHE HAS EXPECTED THERE ARE FOUR GOLFISH SIX HAUNSTERS EIGHT GEBBELS THREE GODEPICS TWO POUDS FIVE MESS AND ONE DRAGON ONE DRAGON SHE PUT UP THE LASTSHET PAPER AGAIN DRAGONS ARE GREEN SHE READ LIKE QUITE SMALL THER'S ICKLES ALONG THE BACK A RED CORSE THEIR SKIN IS SCALY THEY CAN BREATHE FAR BUT THEY ANSWER POSTING THEY'RE LIKE MIGHT BEAST IM LIGHT LIKE MYGHT BEST THEY CAME FROM TRINA LONG AGO LODERICK AS BECAUSE TEAR GID TETOTTY MISSUS DOL SMILED THEN SHE LAUGHED THIS WAS CERTAINLY BITTER THAN GOLFISH SHE SHUT HER EYES TO THE ELLING AND CAVE GAVE TOM ANOTHER STAR SHE ALSO WENT OUT AFTER SCHOOL TO FIND TOM MOTHER IN A PLAYGROUND WHERE ALL THE POENTS WERE TEFO THE CHILDREN HAD GIVEN HIM TIME WOMAN'S FISTS SAW TOM'S TEACHER COMIN HER HEART SANK EY WAS TEACHER WAS TUT TO A PAR YO USUALLY MEANS TROUBLE BY THIS TIME ERETHINK WAS ALL RIGHT MISTER MISSUS STALE WHAT S I SAY WHAT NICE WORK TOM HAD BEEN DOING LATELY AND TO ASK THE NAME OF THE BOOK ABOUT DRAGENS AT MISSUS SHITH HAVIG MOVEDINTO TOM A HIM SHE THOUGHT IT MIGHT BE SUITABLE TO READ OUT A LOWDEN CLOSS STOW IT ON JAGONS MISSUS SMITH YET PUZZLED I'VE BEEN READING WULLING THE PIL TO HIM BUT I THINK DRAGONS CAME INTO THAT YOU SHO YE MEN TICHAE TO KANGAREES MISSUSTOR WAS QUITE SURE THEN TOM HAS BEEN HERE ABOUT JACKINS FROM SOMEONE ELSE PERHAPS I BEEN SOMETHING ABOUT THE MOTERASY MISSUS STURE AND MISSUS SMITHLICK BOTH LOOKED INQUIRILY AT SOM HE LIT DOWN HIS TOES WITH A MODEST SMILE SAYING NOTHING
M_0015_10y11m_1,IS TE STRAITER SHUT E DOORS OF HIS VAN THERE THERE HANKEE THAT'S TO MORROW'S JOB A DE CHOOS PRECIOUS OAK HARBOARDS TO TAKE THE SHOP A LONG WAY OFF HE HE PUSHED ON HEAVY CARALG DOORS SHUT ANKEE PIES HE OVER THEY MET IN MIDDLE I HOPE IT ITW'LL BE FINE SAID MISSUS TWEETO WOLD BE NICE T WY THEN ANVAY IS LIKE TO GET HATTE COUNTRY AGAIN HATSYE LIKE ASKED FRANKI HOR HE'S DISPUTESTATED FRANKI WHAT'S THAT THE COUNTRY HAVIN'T YOU BEEN EVER NOT NOT HE WIFE'S OVSHENI OR OF THE PICTURES AND ON TIVY BUT WHAT IS REREALLY LIKE THERE'S  THERE WAS ONLY ONE THING TO DO ISISTRY TOFORD AND SEEMS TO ME ITS TIME YOU SAY FOR YOURSELF YOU'D YOU'D BETTER COME COME AND KISS FOL VOICE AND TOP IN A SSQUEAK COME COME COM WITH YOU TO MORROW IN THE VEN FRANKI STILL COLD NOT LEAVE WHAT YE HAD HEARD THAT'S THAT'S I GO HOME ONOSSE ANDOF ND OF FOR A LITTLE HAUTID ANDING AMONG THE HIGH LOTS OF LANDS RAN FRANKI HE HE HE COULDN'T GET IT IT IT HE COULDN'T GET TO HIS OWN FOSTANOW HE COULD THAT HE COULD HAR LY BREATHED AND HE GOT OUT TO HIS DOOR BUT HIS AFFISADIES SCHOOL HOLIDAYS WERE TOO LONG FOR ANANIN ANKEE HE DASH OWNSTAIRS TO TELL HE'S TISTREET HE HE CAN COME ONLY TREE IS FRANKIN NEW GREW IN A PAR AND I N GARDEN OF ON OLD HOUSE TE OLD THE ONLY STREETS FRANKI KNEW WODOWS NEAR THE FLAST HE ONLY FIELDS FRANKI YA HAD EVER SEEN WOF PLAYING FELD FOR THOB AND WANT NARFIELDS SO HE WAS UP WHILE ANMINARLY HEADY FOR THE CON TO DAY JOSPING UP THE IN THE VAN WAS NIG JUST HITTING IT AND POUNCING ALONG THROUGH THE BIG DIRTY TOM ONLY IT THE TWO HA RSISTEDING THERE IN THEIR OWN PIGFRAR GODS AND THEN THE FIELD AGAIN OUGHT A FEW BUT BUT HENNY HENNY'S HEAGING AS FAR AS FANKE COULD SEE
M_0015_11y0m_1,WHERE THE PIRATES WERE WASBE HOS HOSVERY PIG AND THERE WERE TREES AND THERE WER OF WATER THERE WERE THERE WERE HOCKS IN THE SEA WHERE THE SHIPS HAD BEEN BROKEN IN THE STORM AND FAR OUT TO SEA THERE WAS A HAIRY HIG ROCK IT WAS SO BIG THAT IT SEEMED LIKE A LITTLE ISLAND I AN WENT TO HAVE A LOOK AT HIS SHIP IT LAY ON THE SAND THE FLAG HAD A BIG HOLE IN IT AND THE HERE WERE HOLES IN SAILS HE LOOKED AT IT AND SIGHED IT IS HO TO BE HARD TO GET HO O INTO WATER AGAIN HE SAID PERHAPS IT WILL BE ALL RIGHT BUT I DON'T KNOW HE DID NOT FEEL ALL AT ALL HAPPY I DO NOT WANT TO STAY ON THIS ISLAND WITH A RED HIRATE AND THE GREEN HIRA S HEN SAID TO HIMSELF A LIFE A LIFE A RED PASS IN A WAY AND IN A WAY I LIKE A GREEN I RETTE AS I DON'T VERY MUCH WANT TO SAIL ARAY WITH HODRICK AND AND  AND GREGG ON ON MY SHARE I DO NOT AN I DO NOT HIDE HONT TO STAY HERE ON MY HASE WITH WIV ODRICK AND GREGG ON THIS ISLAND I DO NOT KNOW WAT TO GO AND BENT SIDE ANOTHER DEEP SIGH OWIL O MY LEAE SAID PERHAPS IT WILL BE ALL RIGHT PERHAPS HERE THEY WILL WANT TO GO TO OTHER ISLANDS AND I CAN TAKE THEM THERE
M_0015_11y4m_1,A TILL MOON ASKED BABY BEAR NAY YO CAN'T SAID MISSUS BEAR IT'S BATHTIME ANY WAY YE'VED YE YOUVED HAVE TO FIND E POCKET FIST A E BER FOUNDE HOCKET IN THE CUPBOARD UNDER THE STAIRS HE FELND HIS PLACE HELMET ON THE TRAINI BOARD IN THE KITCHEN AND TE PAIR OSHASTE BOOTS ON THE MAB BY THE FRONT DOOR HE PACKED HIS TEDDY AND SOME FIT FOR THE JOURNEY AND TAKE OFF UP THE CHIMNEY WUSH OUT INTO THE NIGHT AN AN OL FLEW PASS THAT'S A SMART WOCKET HE SAID WHERE ARE YOU OFF DICK THE MOON SAID THE BABY BEAR WOULD YOU LIKE TO COME TO YES PLEASE SAID THE OWL ANERAPLANE ORED OUT OF THE CLOUDS HAYBE BEAR WIFE DIN SOMO PASHED IS WIFE BACK ON AND ON THEY NON UP AND UP ABOVE THE CLOUDS PAST MILLIONS OF STUD TILL AT LAST I LANDED ON THE MOON THERE'S NOBODY HERE SAID BABY BEAR THERE ARE LOW TREES SAID THE ELL IT'S A BIT BORING SAID BABY BEAR SHOL WE'LL PICNIC WHAT A GOOD IDEA SAID THE EARL WE'D BETTER GO SAID BABY BEAR Y POTH UST BE READY NOW OFF THEY WENT DOWN AN DOWN THE OWL GOT OUT ON OR WAY GOOD BYE HE SAID IT WAS NICE IT WAS SO NICE TO ME
M_0015_11y8m_1,IN AS IN AS HOLL HO O MODEST HEART AGAIN CAME HEGOR AH M ARTAT BAT AH MIS SSTARHE EAGAR A SLUSH USH RED WITH CLOTHS LIKE THESE E DSPICK NA ALS AL THE PIKE TENNAY PAINTEEN THE DRAGON'S SUEEZE GAZE TOM WAS ABOUT TO ANSWER THAT THAT WCRIPPING SLASHING AND SHWILAN SHWEDDING ERE WHAT IN GENIAL INHARRAGED ATNUMBER TWENTY SEVEN WELLINGTON GARDENS OR AAT HIS SCHOOL BUT THE DRAGON S N SU HEPPT ON BEFORE HE COULD PUT THE FOR ININTO WORDS IT'S A GOOD THING FOR YOU EH I CAME ALONG AND I DI D PHAPS PLAIN TO SEE TOM HAD INDEED BEEN ONRING JUST HOW AND WHY THA DE DE TRAGON HAD TURNED UP AS HE HAD BUT THIS WAS THE FIRST JHANCE HE HAD TWA K ANY QUESTIONS BEFORE THE THE TRAGON OPIN HIS HEALTH AGAIN 
M_0016_7y10m_1,ISTER STREET AS SHOT THE DOORS OF HIS WINE TER FRANKI FETS WHOM A WAU IS JOB REDDAY TIS SPECIAL OLD COBERD'S THI TAK TI ASH UP A LONG WAY OFF HE PUSHED ONE HEAVY GARROLD STORE SHORT FRANKLY PUSHED OVE TY NEAT IN THE MIDDLE COMS I H OPE IT IT BE FINE SAMISTRES TREATA IT BE ANI TIVE THEN I ALWAYS LIKE TO GET BACK FROM THE CONTRARE AGAIN WHAT'S IT LIKE SFRANKE WHAT MISTE SHETE STARTED AT FRANKE OR WHAT WHAT SWART LIKE THE CONTRARY HAVE YOU BEEN EVER NOT BEIN OF SEEN IT OR SEEING IT AT FEP CHEST ON AND ON TI FA BUT WHAT IT REALLY LIKE WHERIS WORD WHERE WAS ONLY W ONE THING TO DO MISTER SHEAT A FORT IT SEEMS TO ME ITS TIME YO SHOW YOR FOR YOURSELF THE BETTER COME COME FANGI'S VOICE WENT UP AND SHWEAK COME WITYI TID HIM AWAW AW I DON'T DO ET I HAT DO WE KNOW AGE HE COULD HE GET TO READ ON FASTTTTT ENOUGH HE COULD HOUL DEEP REATHE AND HE GOT OP TO HIS DOOR BOT HIS MOTHER SAYS YEA SCOOLD HOLIDAYS WERE TOO LONG FOR HER AND FOR FRANCE HE DASHED DOWN THE STAIRS TO TER MISTE STRETA HE COULD COM THE ONLY TREE FANKIN YOW GREW IN THE PARK IN AND IN THE GARDEN OF ONE OLD HOUSE THE STREETS THE ONLY STUCE FIN KINOL WERE VOGE NEO FLATS THE ONLY FUS FRINK KE HAD EN PESEEN WITH PLAIN FIOD FOR FOR POOR AND E ANC AR EFIORD CHAVET WAS UPRIGHT AND IRLY READY FOR THE CONTRUED EYE TWAS BEGINNING TO TWAS BEGINNING O PREFARE IN THAT ANWISE NOICE JUST SITTING THERE AND PLUNGING ALONG THE FLOOR BI TERTY TOLON ON THE EDGE OF THE TOWN HER JES STOOD ON THER HON BIG WOLEVER GARDENS AND AGAIN TEFUGE BECAN NOT A FEIR GUODNINDAY AN SPITTING IT FOR AS FANKI COULD SAY
M_0016_8y1m_1,IN ASSIN ON THE SMALLER NOT QUIET DARK BEDROOM NEXT TILL THER BATH ROM AT NUMBER TWENTY SEVEN WELLINTEN GARDENS LIE AS SEVEN YEAR OT TE COTAR NOT A WIGHT ASLEPE HAVE WAS TWOLL DIFFING IN THE AIR AN SINGIN TI HIMSELF AIN'T THE DOOMI ME LIE O FELLOWS PATIN TIMPATIN TEMPATIN TIM PI I THOUGHT A CONFISH AN T A CAM I ASSMAY A QUESTION AND AH THE PLAY PATENTAM PATENT AMPATIN TIN PY BAN THE WER OT BY FORSHINKIN H FOR FO NINE TTEN TIME SOOTHING QUIET ESPECTIVE HAPPENC ASK ME A QUESTYANG  TOM CHINE TIN SOFTLY AND AH WE LYE WAT YOUR NAME SAID AN IN TRESTIT VOICE IT HA IT SEEMED IT COM HOM BENEATH THE BED WHOSE TAT OR LOVE A SOJOURN TOM WAS WAL DE RAKE SITTING NAHOKK
M_0016_8y3m_1,ONE HOT SUP  SATURDAY AFTERNOONWEN NOW WENT IN HOTHE MARKATE SHE CAME BACK WITH ER BOT SHOPPIN BAG FOB SHE WAS A PINK AND OR FING AVE GOT THA PRESENCE SHE SAID PRESENTS FOR EVERYBODY THAT SEE SAID WRHITE I DON'YOU TOUCH HE'S JOPPIN BACK SAID MUNK WHY HAVE YOU WHAT I REGO ORMAY SAID WHY JUMPINK UPON THE END TOOLL IT'S HOT SAID MA'AM WHERE 'S MY CUP OF TEA ETCH OR MARM A CUP OF TAIL LINDER MASHIN MY HAIR SID LINDER ONLY WASH TE ON WEDNESDAY SAIN MA TAKES OL SWORDS SAID THAT HEIS YO CUP OF DAM MUP WHAT HAVE YO GOT FOR ME MROM SID VY NOM DRUNK HER TAY GOT SOCKS FOR DEAD AD TOEST OR CAF SCUGGERD HORN INDA AND A SHIRTT HOWI SH ASHIRT SAID I HIS SHAPIN BAGS WIT L I FOT ON THE TABLE WHERE'S MY JTIVES SITKI CAFE OR WHAT COLLER SAID VI LANIN NACK WHITE ON HER GURLS
M_0016_8y7m_1,E GOT OVERM NO NO ONE I ASKED BUT I A BE BEAR NO  NOW YO CAN'T SAID MISSUS BERE IT'S BAFATIM ANYWHERE YOU'VE AN WHY YOU'LL HAVE ETTE FOUNDE WO WAK IT W TEST AA BEDS BUT I BE BARE FOLDS I WOCKIT IN BUT ALLBURT WOND OVE STRA MS  IF IM A SPICE HELMIT ON THE TWINING BOARD IN A KITCHEN A PAIR OF SPIC POTS ON ON FROM THAT DIVEFOOD ORO DO BUT IT IS TERDAY AND SOS ANSON FUS SO FOR JOURNEY AND THEY TOLK OFF FOR PACKET TUNEY MOSH OUT INTELTHE NIGHT AN HOUR FLEW PAST THAT'S A SMAT WO WARKIT IS IT WHERE ARE YO ABOFF TO FRIEND NO ONE SAID THE HYPY BEAR WOULD YOU LIKE TO CALL WIT IS LIKE TE COMT EL YES PLEASE SAID AWAT O PLAN ROARED OUT OF A CLOUD A BIBE BEAR WHO I'VE ON GOOD SON OF A PASSINGIS RAVAVED BAT  CON BY FLOR OP AND OP ABOV FE CLOUDS PAST NE'HANTEL STARS TILL I LAST WHI LANDED ON O  NOWID
